RecallNo,y2k,Manufacturer,Type,Prname,Seqid,Hazard,Country_mfg,Recdate
98023,98023,STK International,Toy Miscellaneous,Clock Tambourine toys,4763,Choking,,1997-11-05
02217,102217,STK International,Extension Cords/Power Strips,STK Volt Master Household Extension Cords,6341,Electrocution/Electric Shock,China,2002-07-30
98131,98131,STK International,Rattles,Turning Ball with Whistle baby rattles,6204,Choking,,1998-06-24
07286,107286,Stokke,Mattresses & Covers,Stokke Sleepi Crib Foam Mattresses ,9683,Entrapment,Italy,2007-08-23
08113,108113,Stokke,Strollers & Accessories,Xplory Baby Strollers,10081,Fall,China,2007-12-11
97032,97032,Stoney Creek,,P.J. Sleep Shop wooden bunk beds,5016,,,
10060,110060,Stop & Shop,,,12344,,,
10046,110046,Stork Craft,Cribs,"Stork Craft Baby, Storkling, Twinkle-Twinkle, Crystal drop-side cribs",12295,Entrapment,Canada,2009-11-23
09093,109093,Stork Craft,Cribs,"Stork Craft Fisher-Price Harmony, Maia, Kirsten, Laura, Little Dipper Cribs",11257,Entrapment,Canada,2009-01-13
05248,105248,Stork Craft,Toy Chests/Trunks,Stork Craft Toy Boxes,8201,Strangulation,China,2005-08-19
10046,110046,Storkling,,,12309,,,
88026,88026,Story Book Puzzles,Puzzles,Colorform Wood N' Peg Pinky Brite Bear Story Book Puzzles,6001,,,
01527,101229,Storybook Heirlooms,,Storybook Heirlooms Thermal Loungewear girls pajama sets,4022,,,
79037,79037,Straco,,,6273,,,
95087,95087,Straight Down Clothing,,Joe's fleece garments,5504,,,
98108,98108,Strauss Discount,,,4474,,,
06042,106042,Stravina,Costume/Children's Jewelry,"Stravina children’s metal Personalized Necklaces, Personalized Zipper Pulls",8407,Lead,China,2005-11-30
04516,104036,Strawbridge & Clothier,,,83,,,
87039,87039,Strawbridge & Clothier,,,5726,,,
06190,106190,Stride Rite,,,8760,,,
02050,102050,Stride Rite,"Shoes, Sandals & Boots",Stride Rite Munchkin T-Strap girls shoes,4052,Choking,China,2001-11-28
06084,106084,Strike First,,,8494,,,
98100,98100,Striker,,Baseball Striker hitting training devices,1786,Laceration,,1998-04-27
00036,100036,STRING-A-LIGHT,Lights (Seasonal),Jingle Bell Icicle Lights,2168,Fire & Fire-Related Burn,,1999-12-17
00042,100042,STRING-A-LIGHT,,Pergament Icicle Lights,2169,Fire & Fire-Related Burn,,1999-12-22
99026,99026,Strolee,Playpens/Play yards,Bilt-Rite playpens,5089,,,
85039,85039,Strolee,,Spalding & Evenflo dropside mesh-sided cribs and playpens,908,,,
86055,86055,Strolee,,Strolee dropside mesh-sided cribs and playpens,5844,,,
77033,77033,Strombecker,,Can Am Road Race Set electric toy road racing sets,1630,,,
77033,77033,Strombecker,,Monza Road Race Set electric toy road racing sets,1629,,,
77033,77033,Strombecker,,Power Pack Toy Transformer,1627,Electrocution/Electric Shock,,1977-05-11
77033,77033,Strombecker,,Road America Race Set electric toy road racing sets,1628,,,
08040,108040,Strong Frames,,,9879,,,
10036,110036,StrongBuilt,,"Gander Mountain AP, REALTREE StrongBuilt Large Steel Hang-On Fixed Position Treestands",12244,,,
79053,79053,Structo,,Structo portable gas grill valves,1822,Fire & Fire-Related Burn,,1979-10-01
90043,90043,Structo,,Thermos gas barbecue grills,957,,,
95087,95087,Stryke,,Surf Style fleece garments,5505,,,
97074,97074,Stuart's,,,2968,,,
95087,95087,Stuart's,,Gold's Gym fleece garments,5478,,,
07264,107264,Stübben,Horseback Riding Accessories,Stübben Steeltec SEQ Stirrups,9637,Fall,Pakistan,2007-08-08
08408,108408,Studio Link,,,10993,,,
08408,108408,Studio RTA,Television Carts/Stands/Entertainment Centers,"Studio RTA E Series, Fierro, Madison DLP, Madison 3000 TV Stands",10991,Collapse,China,2008-09-24
08331,108331,Studio RTA,Television Carts/Stands/Entertainment Centers,Studio RTA Silhouette TV Stands,10751,Collapse,China,2008-07-17
88035,88035,Stuffed Toys,,Stuffed Toys for Tots and Teens stuffed teddy bear,6005,,,
09051,109051,Sturbridge Yankee Workshop,,,11155,,,
01148,101148,"Sturm, Ruger & Co.",Gun Accessories,Ruger cable gun locks,1188,Fire & Fire-Related Burn,,2001-05-09
97142,97142,STX,Sports Equipment & Accessories,,4668,,,
04020,104020,Style Asia,Lighters,Style Asia Wristwatch and Cigarette Shaped Lighters,7245,Fire & Fire-Related Burn,China,2003-10-29
09147,109147,Style Elements,,,11435,,,
06217,106217,Style Tronics,Hair Dryers,Style Tronics Monica and Turbo 1200 Hand-Held Hair Dryers,8819,Electrocution/Electric Shock,China,2006-07-19
08239,108239,StyleMark,Sunglasses,StyleMark Children’s Main Street Drag Sunglasses,10390,Lead,China,2008-04-03
93083,93083,Suarez Toy House,,,4861,,,
06267,106267,Suave,Toys for Bathtub,Suave Kids Bath Sets,8977,Suffocation,China,2006-09-27
09152,109152,Suburban Propane,,,11459,,,
94130,94130,Sub-Zero,Refrigerators,Sub-Zero built-in refrigerators/freezers,2404,,,
95162,95162,Sud Amerique,,,5162,,,
95078,95078,Sugar Loaf Mkt,,,2593,,,
95078,95078,Sugar Loaf Mkt,,,2737,,,
08192,108192,Suit Mart,,,10261,,,
89093,89093,Summco,Rattles,,2036,,,
86035,86035,Summco,Toy Helicopters,,5967,,,
92018,92018,Summco,,Summco Wooden Pre-school Puzzles,2058,,,
99037,99037,Summer Infant Products,,,4737,,,
98116,98116,Summer Lights,Torches,Summer Lights outdoor bamboo torch fuel canisters,6198,Fire & Fire-Related Burn,,1998-05-22
10041,110041,Summer Sweats,,"Century 21 Promotions Newport, Monterey, Carmel Youth Hooded Sweatshirts and Jackets",12268,,,
10041,110041,Summer Sweats,,"Century 21 Promotions Skaneateles, 1000 Islands Youth Hooded Sweatshirts and Jackets",12269,,,
04179,104179,Summerville,,,107,Choking,,2004-07-15
03180,103180,Summit,,Summit Gas Grills,6421,,,
05181,105181,Summit Marketing,Furniture (Children),Zhangzhou Steel Tube Furniture Factory Children’s Folding Chairs,8094,Amputation,China,2005-05-24
10126,110126,Summit Treestands,Hunting Accessories,Summit Treestands Talon Hunting Hang-on Tree Stands and Brackets/Straps,12551,Fall,United States,2010-01-28
06183,106183,Summit Treestands,Hunting Accessories,"Summit Viper X5, Goliath X5, Full-Body Harnesses for Hunting Tree Stands",8736,Fall,China,2006-06-08
95118,95118,Sumter Cabinet,,Houston Wood wooden bunk beds,3315,,,
82019,82019,Sun Hill Industries,Vacuum Cleaners/Sweepers,Sun Vac vacuum cleaners,1982,Electrocution/Electric Shock,,1982-04-22
03066,103066,Sun Rise Industrial,Bicycles & Accessories,,6670,Vehicle Accident,Taiwan,2003-01-07
01060,101060,Sun Sun Industries,,Sun Sun Industries miniature lights,1069,,,
99089,99089,Sunbeam,Hair Dryers,,3220,,,
99016,99016,Sunbeam,,,4558,,,
98085,98085,Sunbeam,,,4564,Fire & Fire-Related Burn,,1998-03-23
03116,103116,Sunbeam,,,6890,,,
06181,106181,Sunbeam,,,8734,,,
07562,107238,Sunbeam,,,9572,,,
79022,79022,Sunbeam,,Northern hand-held hair dryers,6262,,,
94010,94010,Sunbeam,,"Oster 1,000-watt electric indoor grills with gray Nu-Stone plastic base",2598,,,
86010,86010,Sunbeam,Coffeemakers/Coffeepots/Teapots/Kettles,Sunbeam Coffeemaker Flavor-Lock under-cabinet drip coffeemakers,5802,Fire & Fire-Related Burn,,1986-02-26
79052,79052,Sunbeam,Lawn Mowers & Accessories,Sunbeam electric lawnmowers,1821,,,
04070,104070,Sunbeam,"Grills, Smokers & Accessories",Sunbeam gas grills,7321,Fire & Fire-Related Burn,Thailand,2004-01-27
00020,100020,Sunbeam,,Sunbeam humidifiers,2728,,,
88034,88034,Sunbeam,,Sunbeam Leisure outdoor propane gas grill glass windows,6003,,,
90142,90142,Sunbeam,Mixers/Whisks,Sunbeam Mixmaster stand mixers,2296,Electrocution/Electric Shock,,1990-08-27
92028,92028,Suncraft,Patio Furniture,Moroccan Sand patio sets,2059,Collapse,,1991-12-11
09181,109181,SunKids,,,11624,Suffocation,,
81009,81009,Sunkyung Limited,Toy Animals Stuffed/Not Stuffed,Far East International teddy bears,2121,,,
08333,108333,SunL,All Terrain Vehicles (ATVs),SunL Group SLA 90 Youth All Terrain Vehicles (ATVs),10761,Vehicle Accident,China,2008-07-17
00020,100020,SunMark,Humidifiers,SunMark humidifiers,2730,Electrocution/Electric Shock,,1999-11-23
05070,105070,Sunpower,Computer Equipment,,7867,Electrocution/Electric Shock,China,2004-12-14
06102,106102,Sunright International,,,8528,,,
08321,108321,SunRinglé,,"Hollow CroMo Black Flag, Disc o Flea, Charger, STR8 Track, Accelerator Bicycle Quick Release Devices",10729,,,
07034,107034,Sunrise,,,9061,Choking,,
95013,95013,Sunrise Importer,,United Furniture Warehouse tubular metal bunk beds,5237,,,
03506,103030,Sunrise Medical,Bicycles & Accessories,Spirit 470 SOPUR 3-Wheel Hand Cycles,6589,Vehicle Accident,Germany,2002-11-06
10053,110053,Sunsations,Clothing (Children),Sunsations Children's Hooded Sweatshirts with Drawstrings,12326,Strangulation,Pakistan,2009-12-03
10104,110104,Sunset,,"Sunset Basic Home Repairs, Complete Home Wiring, You Can Build - Wiring, Complete Patio Books",12471,,,
73015,73015,Sunset House,"Televisions, Mounts, Guards & Antennas",,426,Electrocution/Electric Shock,,1973-08-21
77018,77018,Sunset House,,,865,,,
93029,93029,Sunset Wholesale,,,2513,,,
09181,109181,Suntech Enterprises,Cribs,Suntech Enterprises SunKids Convertible Cribs,11623,Entrapment,China,2009-04-02
03182,103182,SunTech Enterprises,Baby Walkers/Stationary Entertainers,SunTech Sun Kids and Happy Baby Baby Walkers,4268,Fall,Taiwan,2003-09-10
01203,101203,SunTome Trading,Baby Walkers/Stationary Entertainers,Baby Hand's Q Baby baby walkers,3879,Fall,,2001-07-20
06077,106077,SunTome Trading,Baby Walkers/Stationary Entertainers,SunTome Baby Walkers,8484,Fall,China,2006-02-01
98130,98130,Super,,Rite Aid Super multi-purpose refillable butane gas lighters,6203,,,
78021,78021,Super Blazer,,Super Blazer automatic baseball pitching machines,7039,,,
92072,92072,Super Dollar Discount,,,2646,,,
06118,106118,Super Dollar Tree,,,8565,,,
78025,78025,Super Flo,,Agway upright pedestal sump pumps,7055,,,
95095,95095,Super Outlet,,,2763,,,
06166,106166,Super Tech S.,,,8692,,,
97072,97072,Super Valu,,,2963,,,
07229,107229,Super Valu,,,9546,,,
92139,92139,Super Young Industrial,,,3609,,,
04220,104220,Supergo,,,7683,,,
05184,105184,Superior Essex,,,8100,,,
86074,86074,Superior Toy and Novelty Corporation,Toy Animals Stuffed/Not Stuffed,Nike free gift stuffed toy bears,5866,Choking,,1986-11-24
80042,80042,Superlife,,State Industries Ready-Hot LP gas water heaters,451,,,
05538,105099,Superlines International,,,7965,,,
79022,79022,Supermax,,Schick hand-held hair dryers,6257,,,
99089,99089,Supermercados Amigo,,Oster hand-held electric hair dryers,4510,Electrocution/Electric Shock,,1999-04-07
84014,84014,Supersaving Heating Products,Kerosene/Propane/Wood Heaters,Super-Ser luqid propane gas-fired cabinet heaters,996,,,
79055,79055,Supersten,,AMF Mares Long Tom Underwater Spear Guns,1831,,,
99155,99155,Superstone,,,3101,,,
95169,95169,Supertoys,Toy Trains,Mini Charmy Bracelets toy bracelets,5466,,,
01096,101096,SuperValu Eastern Region,,,7220,,,
97061,97061,Superwheels,,Desert Storm go-karts,4577,Entrapment,,1997-01-22
00165,100165,Super-X,Automotive Products,Super-X starting fluid,7122,,,
98003,98003,Supply One,,,3002,,,
01080,101080,Supreme,Toy Helicopters,PLAYGO toy helicopters,1053,,,
97018,97018,Supreme,,Supreme household extension cords,6127,Electrocution/Electric Shock,,1996-11-04
97079,97079,Supreme,Surge Protectors,Supreme Premium surge protectors,3489,Electrocution/Electric Shock,,1997-03-05
08598,108361,Sure-Lites,,,10820,,,
98144,98144,Sure-Pik,Bowling,,6209,Entrapment,,1998-07-20
05257,105257,Surf Club,,,8232,,,
09168,109168,Surf Hut,,,11589,,,
95087,95087,Surf Style,,Stryke fleece garments,5507,,,
95025,95025,Surge,Puppets,Surge reversible Shar-pei dog hand puppets,6082,Choking,,1994-11-15
10024,110024,SurgeMaster,,,12206,,,
09342,109342,Surly,,Surly Bicycles PowerLock Chains,12115,,,
95087,95087,Susan Barry Seattle,,Straight Down Clothing Company fleece garments,5508,,,
04529,104061,Susan Bristol,Clothing (Adults),Susan Bristol LTD Christmas Sweaters with Feather Trim,7298,Fire & Fire-Related Burn,Hong Kong,2004-01-09
92075,92075,Sutherland,,Swing-N-Slide belted swing seats,2657,,,
80042,80042,Sutherlite,,State Industries Sentry LP gas water heaters,452,,,
06216,106216,Suunto Oy,Scuba Diving/Water Activity Equipment,Suunto D9 and D6 Model Wristop Dive Computers,8816,Internal Injury,Finland,2006-07-19
07149,107149,Suzhou,,,9370,,,
08016,108016,Suzhou Powerhouse,,,9816,,,
05567,105163,Suzuki,All Terrain Vehicles (ATVs),,8060,Fire & Fire-Related Burn,United States,2005-04-29
04579,104212,Suzuki,All Terrain Vehicles (ATVs),Eiger QuadRunner All Terrain Vehicles (ATVs) by Suzuki,7666,Vehicle Accident,United States,2004-09-09
05521,105063,Suzuki,All Terrain Vehicles (ATVs),"Suzuki 2004-2005 Eiger, Vinson All Terrain Vehicles (ATVs)",7851,Fire & Fire-Related Burn,United States,2004-12-07
05591,105235,Suzuki,All Terrain Vehicles (ATVs),Suzuki 2004-2005 Twin Peaks All Terrain Vehicles (ATVs),34,Vehicle Accident,United States,2005-07-28
05525,105065,Suzuki,Motorcycles/Dirt Bikes (Off-Road) & Accessories,Suzuki 2005 DR-Z110K5 Off-Road Motorcycles,7863,Vehicle Accident,Thailand,2004-12-10
06534,106109,Suzuki,All Terrain Vehicles (ATVs),Suzuki 2005 Eiger All-Terrain Vehicles (ATVs),8541,Fire & Fire-Related Burn,United States,2006-03-09
06509,106032,Suzuki,All Terrain Vehicles (ATVs),Suzuki 2005 model year King Quad All Terrain Vehicles (ATVs),8383,Vehicle Accident,Japan,2005-11-17
06560,106191,Suzuki,All Terrain Vehicles (ATVs),Suzuki 2006 QuadRacer All Terrain Vehicles (ATVs),8770,Vehicle Accident,Japan,2006-06-21
07537,107133,Suzuki,All Terrain Vehicles (ATVs) ,Suzuki 2007 Model Year QuadSport Z90 ATVs,9301,Vehicle Accident,China,2007-03-20
02507,102042,Suzuki,All Terrain Vehicles (ATVs),Suzuki Eiger All Terrain Vehicles (ATVs),4044,Vehicle Accident,,2001-11-15
02516,102082,Suzuki,All Terrain Vehicles (ATVs),Suzuki Eiger All Terrain Vehicles (ATVs),4101,Entrapment,,2001-12-31
03505,103024,Suzuki,All Terrain Vehicles (ATVs),Suzuki Eiger four-wheel drive all-terrain vehicles (ATVs),6579,Entrapment,,2002-10-25
06566,106218,Suzuki,All Terrain Vehicles (ATVs),Suzuki QuadRunner 2006 Model Year Eiger ATVs,8821,Vehicle Accident,United States,2006-07-24
05555,105135,Suzuki,All Terrain Vehicles (ATVs),"Suzuki Vinson, KingQuad All Terrain Vehicles (ATVs)",170,Vehicle Accident,,2005-03-16
01235,101235,Suzuki,All Terrain Vehicles (ATVs),Suzuki Youth All Terrain Vehicles (ATVs),3981,Vehicle Accident,,2001-09-26
95087,95087,Suzy Phillips,,Spyder fleece garments,5509,,,
97045,97045,Swallow,,Golden Bay Enterprises 50 3-Way Flasher Christmas Light Sets,1813,,,
98005,98005,Swamis Trading,,,3010,,,
98005,98005,Swamis Trading,,,3015,,,
97159,97159,Swamis Trading,Toy Infants/Cribs/Strollers,Swamis Trading infant crib toys,2888,Strangulation,,1997-07-16
79061,79061,Swank,,F.W. Woolworth hand-held hair dryers,1861,,,
94018,94018,Sweda,,Sweda Juice Factory electric juicers,6064,,,
08381,108381,Sweet Pea Décor,,,10918,,,
08396,108396,Sweet Pea Décor,,,10947,,,
97130,97130,Sweet Suzana,,,777,,,
95087,95087,Swept Away,,Sea Isle Sportswear fleece garments,5510,,,
05057,105057,Swiffer,,,7827,,,
96075,96075,Swim N' Play,,Swim N' Play above ground pool frame ledge covers,4594,Laceration,,1996-03-11
03126,103126,Swimways,Swimming Pool Items,Swim Ways Deluxe Dive Buddies weighted dive sticks,6945,Internal Injury,China,2003-05-19
03179,103179,Swimways,Swimming Pool Items,Swim Ways Sandy Claws Swim Trainers,6416,Drowning,China,2003-09-10
08065,108065,Swimways,Swimming Pool Items,"Swimways ""Skippy"" Pool Toys",9933,Laceration,China,2007-11-06
03017,103017,Swingline,Staplers,"Swingline cordless, rechargeable staplers",6568,Laceration,China,2002-10-17
92075,92075,Swing-N-Slide,,Newco Scout swing sets,2062,,,
05071,105071,Swing-N-Slide,Swing Sets,"Swing-N-Slide Extra-Duty, Heavy-Duty Swing Seats",7868,Fall,China,2004-12-16
04076,104076,Swing-N-Slide,Swing Sets,Swing-N-Slide Mega Rider Swings,7405,Fall,United States,2004-02-05
06196,106196,Swiss Colony,Candles & Candle Holders,Swiss Colony Money Bag Original Treasure Candle,8780,Fire & Fire-Related Burn,United States,2006-06-26
88041,88041,Swiss Colony,Chairs & Stools,Swiss Colony wooden convertible ladder/chair,5605,Fall,,1988-06-15
09759,109292,SWR,,,12005,,,
92139,92139,SYC,Ladders & Accessories,,6034,,,
06030,106030,Sycamore Kids,Strollers & Accessories,"Sycamore Kids Mountain Buggy Urban Single and Double, Breeze Strollers",8376,Laceration,New Zealand,2005-11-17
06148,106148,Sycamore Kids,Strollers & Accessories,"Sycamore Kids Mountain Buggy Urban Single/Double, Breeze Jogging Strollers",8649,Fall,New Zealand,2006-04-25
05226,105226,Sycamore Kids,Strollers & Accessories,Sycamore Kids Mountain Buggy Urban Single/Urban Double Jogging Strollers,15,Fall,New Zealand,2005-07-14
09728,109157,Sycamore SCS,Generators,"Sycamore Professional Pro APEX, EGS Gas Generators",11482,Fire & Fire-Related Burn,China,2009-03-18
04192,104192,Sylvania,,,152,Laceration,,2004-08-04
10060,110060,Sylvania,,,12342,,,
84042,84042,Symmons Industries,Shower Items,Safetymix pressure-balancing shower systems,1438,,,
94009,94009,Synergy Plus,Vitamins & Supplements,,6060,,,
10103,110103,Synnex,,,12464,,,
06069,106069,Syntace,Bicycles & Accessories,Syntance F99 (Force 99) Bicycle Handlebar Stems,8466,Vehicle Accident,Taiwan,2006-01-19
06246,106246,Syratech,Sprinklers (Lawn),"Syratech Elements Frog, Fish or Duck Lawn Sprinklers",8915,Explosion/Projectiles,China,2006-08-25
02037,102037,Systemax,,Systemax notebook-style personal computer batteries,6384,,,
10103,110103,SYX Distribution,,,12465,,,
10021,110021,T & L Trading,Pacifiers & Accessories,"T & L Trading ""My Baby Soother"" pacifiers ",12203,Choking,,2009-10-26
95087,95087,T Hayes,,Pes Menz Pes fleece garments,5511,,,
02222,102222,T&D Metal Products,,Avenger go-kart Briggs & Stratton engines,6454,,,
97118,97118,T&D Metal Products,,Avenger Yellow Jacket go-karts,772,,,
84060,84060,T.G. & Y. Stores Company,Toy Planes,T.G. & Y. Shinwa toy metal and plastic airplanes,1456,Choking,,1984-10-08
80014,80014,T/F Monokote,Hobby Items,,396,Poisoning,,1980-04-17
97148,97148,Tabco International,,,5181,,,
09270,109270,Tabeez,,,11909,,,
99170,99170,Table Charm,,WaterWise water distillers,3123,,,
07089,107089,TAC,Boilers & Accessories,TAC Erie Boiler Boss Boiler Operating and Reset Controls,9183,Burn - Not Fire-Related,United States,2007-01-25
93062,93062,Taco Bell,Toy Balls,Busy World of Richard Scarry Huckle Cat finger puppets,2431,Laceration,,1993-04-12
90109,90109,Taco Bell,Bottles (Sports/Water/Thermos),Taco Bell sports water bottles,3413,,,
97112,97112,Taft,,,2871,,,
94093,94093,tag,Torches,tag three-foot citronella-scented paper- wrapped torches,3725,Fire & Fire-Related Burn,,1994-06-15
98053,98053,Tag-A-Long,,,6175,,,
