RecallNo,y2k,Manufacturer,Type,Prname,Seqid,Hazard,Country_mfg,Recdate
83066,83066,Smith & Wesson,,Daisy CO2 pellet pistols,5947,,,
91114,91114,Smith Cabinet Mfg,Cribs,Childcraft cribs,3395,Entrapment,,1991-08-22
05093,105093,Smith’s Marketplace,,,7946,,,
95096,95096,Smithsonian Museum Shop,Rattles,Zoll Woodworks Lolly Pop rattles,2765,Choking,,1995-03-22
00102,100102,Snapet,Clothing (Children),,2192,,,
00064,100064,Snap-On Tools,Fire Suppressors,,1917,Fire & Fire-Related Burn,,2000-02-08
06242,106242,Snapper,,,8907,,,
07558,107215,Snapper,,,9524,,,
99177,99177,Snapper,,Simplicity Snow Blower Engines,4550,,,
03504,103023,Snapper,Lawn Mowers & Accessories,Snapper riding lawn mowers,6576,Explosion/Projectiles,United States,2002-10-16
03046,103046,Snapper,,Snapper snowthrowers,6619,,,
02549,102196,Snapper,Lawn Mowers & Accessories,Snapper walk-behind lawn mowers,6305,Explosion/Projectiles,,2002-07-08
01521,101223,Snapper,Lawn Mowers & Accessories,Tecumseh Walk-Behind Rotary Lawn Mowers,3931,Explosion/Projectiles,,2001-08-28
84066,84066,Snow,Fans,,1453,,,
04180,104180,Snow Peak,Camping Items,Snow Peak Giga Power White Gas Camping Stoves,105,Fire & Fire-Related Burn,Japan,2004-07-15
79055,79055,Snub Nose,,AMF Mares Californian Underwater Spear Guns,1834,,,
01146,101146,Snuggle,,Sweet Slumber Snuggle Teeny Bean Bears,1191,,,
99128,99128,Snugli,,Evenflo Snugli Front & Back Pack soft infant carriers,809,,,
87064,87064,Snyder's Drugs,,,5753,,,
06233,106233,Snyder's Drugs,,,8884,,,
03061,103061,Snyder's Drugs,,A Christmas Avenue Tealight Candles,6655,,,
08190,108190,Soft Air USA,Toy Helicopters,Soft Air USA Remote-Controlled Fun2Fly Microcopter Helicopter Toys,10252,Fire & Fire-Related Burn,China,2008-02-12
01151,101151,Soft Drink Co.,,Carbonator,1199,,,
97064,97064,Soft Walkin' Wheels,,,2207,,,
89013,89013,Softee Learners,Toy Infants/Cribs/Strollers,Softee Learners Curiosity Snail crib toys,6014,Strangulation,,1989-02-13
07551,107191,SoftPlay,,,9476,,,
97149,97149,Softride,,Softride bicycles with Shimano bicycle cranks,614,,,
01044,101044,Softride Bicycle,,,388,Vehicle Accident,,2000-11-30
05151,105151,Solar,Pacifiers & Accessories,Solar Flashing Pacifiers or 2-in-1 Flashing Pacifiers with Whistle Necklaces,201,Choking,China,2005-04-07
09185,109185,Solarwide,,,11636,,China,
07193,107193,Soldier Bear,,,9578,,,
07239,107239,Soldier Bear,,"Dinosaur Adventure, Wild Animal Adventure Toy Sets",9577,,,
06550,106168,Solectron (Suzhou) Technology,,,8697,,,
06551,106168,Solectron (Suzhou) Technology,,,8702,,,
08565,108260,Soleus,,,10481,,,
93101,93101,Solgar,,Gentle Iron Vegicaps iron-containing dietary supplement products,3605,,,
93101,93101,Solgar,Vitamins & Supplements,Trace Elements iron-containing dietary supplement products,6058,Poisoning,,1993-08-17
04080,104080,Solis,,,7412,,,
01522,101223,SoloRider Industries,"Utility, Off-Road Vehicles/Golf Carts",SoloRider AteeA Golf Carts,3933,Vehicle Accident,,2001-08-28
09051,109051,Solutions Catalog,,,11160,,,
97105,97105,Something Special,,,2863,,,
98086,98086,Somito,Converters,Somito foreign travel electric converters,6187,,,
97094,97094,Somito,,Somito power strip surge protectors,2987,Electrocution/Electric Shock,,1997-03-31
95162,95162,Sonali,,,5166,,,
99172,99172,Sonca Products,,Playmobile Rescue Boats toy set flashlights,4420,,,
09272,109272,Sonco Product,,,11917,,,
07199,107199,Song Lin Industrial,Cribs,Song Lin Sleigh Round Cribs,9489,Fall,China,2007-05-31
10153,110153,Sonia Selections,,,12647,,,
10718,110118,Sonitrol,,"Sonitrol  ACCESS4-S, ACCESS4-SULC four-door access control modules",12532,,,
06231,106231,Sony,Adapter/Power Supply/Charger/Battery,,8869,,Japan,
06245,106245,Sony,Adapter/Power Supply/Charger/Battery,,8914,,Taiwan,
07167,107167,Sony,Computer Equipment,,9407,Fire & Fire-Related Burn,China,2007-04-25
09035,109035,Sony,Adapter/Power Supply/Charger/Battery,"Hewlett-Packard, Toshiba, Dell PC Notebook Computers with Sony Energy Devices Lithium-Ion Batteries",11111,Fire & Fire-Related Burn,Japan,2008-10-30
07267,107267,Sony,Computer Equipment,"Satellite A100, Satellite A105, Tecra A7 Toshiba Computers",9644,,,
05267,105267,Sony,Games,Sony AC Adaptors sold with slim version PlayStation 2 Systems,8250,Electrocution/Electric Shock,China,2005-09-13
08392,108392,Sony,Computer Equipment,"Sony Electronics VAIO VGN-TZ100, VGN-TZ200, VGN-TZ300, VGN-TZ2000 Notebook Computers",10897,Fire & Fire-Related Burn,Japan,2008-09-04
07011,107011,Sony,Adapter/Power Supply/Charger/Battery,"Sony rechargeable, lithium ion batteries used in Sony notebook computers",8999,,Japan,
10027,110027,Sony,Adapter/Power Supply/Charger/Battery,"Sony VAIO All-in-one Desktop Computer, Docking Station AC Adapters",12217,Electrocution/Electric Shock,China,2009-10-28
03197,103197,Sony,Computer Equipment,Sony VAIO notebook computers,6936,Electrocution/Electric Shock,China,2003-09-25
08392,108392,SonyStyle,,,10921,,,
97023,97023,So's U.S.A.,,Wood Lock Medicated Balm,3582,Poisoning,,1996-11-19
99039,99039,Sound-Tech Import,,,1749,Electrocution/Electric Shock,,1998-12-17
97033,97033,Source-12,Adapter/Power Supply/Charger/Battery,,6135,,,
06222,106222,Southbend,,,8839,,,
09215,109215,Southern California Candle,Candles & Candle Holders,Southern California Candle Lumetique DayNa Decker 16 ounce Botanika Candles,11723,Fire & Fire-Related Burn,United States,2009-05-12
94057,94057,Southern Enterprises,,Coaster Company high gloss tubular metal frame children's bunk beds,5007,,,
94024,94024,Southern Enterprises,Bunk Beds,Southern Enterprises high gloss tubular metal frame children's bunk beds,3352,,,
00028,100028,Southern Exchange,Camping Items,Texsport one person mess kits,1887,Burn - Not Fire-Related,,1999-12-07
08130,108130,Southern Family Markets,,,10092,,,
05560,105148,Southern Living At HOME,Candles & Candle Holders,Southern Living At HOME Fern Warm Comforts Tea Light Candles,195,Fire & Fire-Related Burn,Macau,2005-04-05
06510,106032,Southern Living At HOME,Candles & Candle Holders,Southern Living At HOME Glass votive candle holders,8385,Laceration,China,2005-11-17
96178,96178,Southern Sales and Marketing Group,Patio Furniture,Perla plastic lawn chairs,3542,,,
01162,101162,Southern States,,,1224,,,
05218,105218,Southern States,,,8172,,,
06207,106207,Southern States,,,8812,,,
02543,102171,Southern Wood Products,Toy Chests/Trunks,Southern Wood Children's Toy Box,4374,Laceration,United States,2002-05-31
07111,107111,Spa at Home,,,9243,,,
08287,108287,Spa at Home,,,10603,,,
09112,109112,Spa Factory,Baths & Bath Accessories,,11335,,,
92106,92106,Space Age Manufacturing,Fireworks & Accessories,Dixie Delight fireworks devices,4629,Laceration,,1992-06-29
97144,97144,Space Master,,Werner Space Master sliding attic ladders,780,,,
09295,109295,Spalding,,,12010,,,
85033,85033,Spalding & Evenflo,,,219,,,
85039,85039,Spalding & Evenflo,Playpens/Play yards,Grace dropside mesh-sided cribs and playpens,909,Suffocation,,1985-08-19
86055,86055,Spalding & Evenflo,,Spalding & Evenflo dropside mesh-sided cribs and playpens,5843,,,
07188,107188,Spandrel,Costume/Children's Jewelry,"Spandrel Children’s Necklaces, Bracelets and Rings",9459,Lead,China,2007-05-15
10088,110088,Spanlink,,,12419,,,
03185,103185,Sparkletts,,Sparkletts Junior Sport Drinking Water Bottled Water with Sport Cap,6917,,,
05113,105113,Spartan Sports,,,7993,,,
99017,99017,Special Edition,,Electrolux Genesis LXE Ponytail Top-Corded Handle Upright Vacuum Cleaners,4438,,,
95032,95032,Specialized,,,3560,,,
94112,94112,Specialized,,,4700,,,
99145,99145,Specialized,,Emerson Fan Air Comfort installation kits,4642,,,
02147,102147,Specialized,Bicycles & Accessories,Enduro Comp FSR Specialized Bicycles,4295,,,2002-04-25
00105,100105,Specialized,Bicycles & Accessories,Manitou bicycle forks,2194,,,
95031,95031,Specialized,,Polygon mountain bike seat posts,4698,Fall,,1994-12-01
06195,106195,Specialized,Bicycles & Accessories,Specialized  Bicycle SW Carbon Stems with Magnesium Faceplate,8778,Vehicle Accident,Taiwan,2006-06-22
09198,109198,Specialized,Bicycles & Accessories,"Specialized 2004 Roubaix Comp Pro 18, 27 bicycles",11676,Vehicle Accident,Taiwan,2009-04-21
09197,109197,Specialized,Bicycles & Accessories,Specialized 2009 Cross Trail Myka HT Rockhopper Comp 29 Elite Model Bicycles,11675,Vehicle Accident,China,2009-04-21
04226,104226,Specialized,Bicycles & Accessories,"Specialized Allez sport, Allez Elite, Roubaix, Sequoia bicycles",7699,Vehicle Accident,Taiwan,2004-09-29
90109,90109,Specialized,,Specialized Bicycle Components sports water bottles,278,Choking,,1990-06-08
08138,108138,Specialized,Bicycles & Accessories,Specialized Bicycle Helmets,10118,Vehicle Accident,China,2007-12-18
97149,97149,Specialized,,Specialized bicycles with Shimano bicycle cranks,616,,,
01200,101200,Specialized,,Specialized Hemi Pro bicycles,3870,,,
04522,104048,Specialized,Bicycles & Accessories,Specialized S Works Enduro & Enduro Expert mountain bikes,7261,Vehicle Accident,Taiwan,2003-12-10
07153,107153,Specialized,,"Specialized S-Works Tarmac SL, S-Works Roubaix Bicycles",9372,,,
95155,95155,Specialized,Bicycles & Accessories,Stumpjumper mountain bike steel rigid forks,4691,,,
98123,98123,Specialized,Bicycles & Accessories,Stumpjumper Specialized bicycle chains,4654,,,
08286,108286,Specialty Lamp,Circuit Breakers,"Specialty Lamp International Counterfeit Circuit Breakers labeled as ""Square D""",10606,Fire & Fire-Related Burn,China,2008-05-27
08144,108144,Specialty Merchandise (SMC),Candles & Candle Holders,Specialty Merchandise Corporation (SMC) Snowman and Christmas Tree Candle Sets,10130,Fire & Fire-Related Burn,China,2007-12-20
02177,102177,Specialty Sales,Lighters,Specialty Sales novelty cigarette lighters,4385,Fire & Fire-Related Burn,China,2002-06-12
08040,108040,Spectrum Cycles,,,9878,,,
99068,99068,Spectrum Fitness,Exercise Machines/Equipment,Spectrum Fitness Multi-Purpose Weight Benches,3467,Fall,,1999-02-23
08332,108332,SpeeCo,,,10757,Explosion/Projectiles,,
88090,88090,Speed Queen,Washing Machines,Speed Queen caster-equipped Contempo Stack combination washer-dryer,2079,,,
89035,89035,Speed Queen,Washing Machines,Speed Queen caster-equipped Contempo Stack combination washer-dryer,3171,,,
00109,100109,Speedway Superamerica,Automotive Products,,977,,,
06125,106125,Speedway SuperAmerica,,,8579,,,
09240,109240,Speedy,,,11795,,,
97048,97048,Speidel,,,3280,,,
09179,109179,Spektrum,Radio-Controlled Airplanes,"Horizon Hobby Spektrum Transmitters for E-Flite ePTS, Hangar 9 Mustang Mk II Ready-to-Fly Model Airplanes",11634,Explosion/Projectiles,,
09168,109168,Spellbinders,,,11588,,,
74006,74006,Spencer Gifts,,,469,Electrocution/Electric Shock,,1974-02-12
95080,95080,Spencer Gifts,,Fallon Neon Art Prints,3594,Fire & Fire-Related Burn,,1995-02-15
06225,106225,Spencer Gifts,Lamps,Mars Lightning ElectroPlasma Lamps,8850,Fire & Fire-Related Burn,China,2006-08-08
09111,109111,Spencer Gifts,Costume/Children's Jewelry,Spencer Gifts Skull-And-Crossbones Necklaces,11332,Lead,China,2009-01-29
78037,78037,Sperry Remington,Shavers,Sperry Remington women's rechargeable electric shavers,7067,Electrocution/Electric Shock,,1978-05-18
95120,95120,Spiegel,,,2911,,,
99089,99089,Spiegel,Clothing (Children),Elements Baby Exclusively Spiegel baby garments,4956,Choking,,1999-04-07
88041,88041,Spiegel,,Spiegel wooden convertible ladder/chair,5607,,,
02170,102170,Spin Master,Toy Planes,Firestormer Toy Planes,4363,Laceration,China,2002-05-24
06241,106241,Spin Master,Radio-Controlled Airplanes,Spin Master Air Hogs RC Skywinder Radio-Controlled Airplanes,8900,Fire & Fire-Related Burn,China,2006-08-22
08074,108074,Spin Master,Arts & Crafts,Spin Master Aqua Dots Craft Kits,9949,Poisoning,China,2007-11-07
07031,107031,Spin Master,Toy Helicopters,Spin Master Helix Remote Control Micro Helicopter,9054,Fire & Fire-Related Burn,China,2006-11-09
01158,101158,Spin Master,Rockets,Spin Master Toys Splash Blast Water Rockets,1209,Laceration,,2001-05-22
05135,105135,Spin Rite,Arts & Crafts,Bernat Fur Out yarn,165,Fire & Fire-Related Burn,Turkey,2005-03-11
87052,87052,Spinning Windmill,,Artsana children's rattles,5990,,,
09111,109111,Spirit Halloween,,,11333,,,
98148,98148,Splash Club,Swimming Pool Items,,6211,Fall,,1998-08-13
99006,99006,Splash Club,,Splash Club Kiddie Boat Deluxe Baby Float toys,1458,Drowning,,
97160,97160,Splash Off,,Splash Off Water Rocket toys,1006,Laceration,,1997-07-17
07115,107115,Sport Chalet,,,9258,,,
04075,104075,Sport Chalet,,Dorcy Xenon Tactical Lights,7346,,,
07115,107115,Sportcraft,Inflatable Bouncers,Sportcraft Inflatable Castle Kingdom Bounce Houses ,9256,Internal Injury,China,2007-02-27
04554,104151,Sportcraft,Exercise Machines/Equipment,Sportcraft Tredex 10.0 treadmills,7532,Fall,China,2004-06-04
05235,105235,Sportcraft,Exercise Machines/Equipment,"Sportcraft Tredex 6.0, TX 440 & TX 550 Treadmills",31,Fall,China,2005-07-28
10722,110147,Sportime,Games,Sportime BigBox Hockey Sets,12628,Lead,China,2010-02-25
05518,105058,Sportmart,,,7836,,,
01067,101067,Sports Authority,,,1026,,,
02148,102148,Sports Authority,,,4298,Vehicle Accident,,
00030,100030,Sports Authority,,,5316,,,
00080,100080,Sports Authority,,,5551,,,
05518,105058,Sports Authority,,,7834,,,
08126,108126,Sports Authority,,,10069,,,
08011,108011,Sports Authority,Bottles (Sports/Water/Thermos),Sports Authority Alpine Design Aluminum Water Bottles,9788,Lead,China,2007-10-04
98007,98007,Sports Blast,,,6165,,,
05518,105058,Sports Chalet,,,7833,,,
08511,108037,Sports Cool,,Collegiate Pacific Sports Cool Powered Tanker w. Cart Portable Team Hydration Unit Power Packs,9864,,,
06074,106074,Sportsman’s Warehouse,,,8479,,,
07237,107237,Sportsman’s Warehouse,Lights & Accessories,Sportsman’s Warehouse Xenon Aluminum Flashlights,9567,Fire & Fire-Related Burn,China,2007-07-17
04075,104075,Sportsman's Guide,,,7347,,,
06179,106179,Sportsman's Guide,,,8787,,Thailand,
09051,109051,Sportsman's Guide,,,11157,,,
02542,102171,Sportsman's Guide,Toy Miscellaneous,Sportsman's Guide Big Red Wagons,4373,Explosion/Projectiles,Taiwan,2002-05-30
93075,93075,Sportsman's Guide,,Worm Getter electric worm probes,2361,Electrocution/Electric Shock,,1993-06-01
05201,105201,Sportsmen Center,,,8143,,,
09737,109198,SportsPlay Equipment,Playground Items,SportsPlay Equipment Tot Town & Tot Town Castle Fun Centers; Aztec Climbers,11677,Lead,Turkey,2009-04-22
04071,104071,Sportsradein,,,7325,,,
07078,107078,Sportsstuff,Air Pumps,Sportsstuff 2.5 PSI Inflator Air Pumps,9152,Explosion/Projectiles,China,2007-01-11
08036,108036,Sportsstuff,Air Pumps,Sportsstuff Inflator Air Pumps (also included with Launch Pod Water Trampolines),9859,Explosion/Projectiles,China,2007-10-18
06210,106210,Sportsstuff,Scuba Diving/Water Activity Equipment,Sportsstuff Wego Kite Tube inflatable watercraft for use with power boats,8805,Internal Injury,,2006-07-13
09141,109141,Springfield Wire,Electric Water Heaters,Springfield Wire Ritchie Immersion Heaters,11417,Electrocution/Electric Shock,United States,2009-03-04
97193,97193,Springhill Woodcrafters,,Kidron Woodcraft Wooden Bunk Beds,5083,,,
07262,107262,Springs Window Fashions,"Blinds, Shades & Cords",Basic Blindz Springs Window Fashions Natural Faux Wood Plantation Blinds,9633,Strangulation,China,2007-08-03
03117,103117,Sprinkler Corp. of Milwaukee,,,6892,,,
96119,96119,Sprint International,Hair Dryers,Sprint Compact Pro hair dryers,2323,Electrocution/Electric Shock,,1996-05-07
96117,96117,Sprint International,Extension Cords/Power Strips,Sprint household extension cords,3498,Electrocution/Electric Shock,,1996-05-06
95087,95087,Spyder,,Klondike Dry Goods fleece garments,5503,,,
05035,105035,Square D,,,7764,,,
07036,107036,Square D,,,9067,,,
08054,108054,Square D,,,9915,,,
08151,108151,Square D,,,10150,,,
08286,108286,Square D,,,10607,,,
99100,99100,Square D,Meter Boxes,Heavy Duty Trouble Lights,3463,,,
96102,96102,Square D,,Nelco TW electric in-wall heaters,3644,,,
88022,88022,Square D,Ground Fault Circuit Interrupters (GFCI),Square D 30 ampere ground fault interrupting (GFCI) circuit breakers,5578,Electrocution/Electric Shock,,1988-04-13
02556,102227,Square D,Circuit Breakers,Square D Circuit Breakers,6479,Fire & Fire-Related Burn,,2002-08-09
95168,95168,Square D,,Square D Company Trilliant circuit breaker panel board surge arresters,3507,Fire & Fire-Related Burn,,1995-09-19
96098,96098,Square D,Electric Heaters,Square D electric baseboard heaters,3645,Electrocution/Electric Shock,,1996-04-11
07062,107062,Square D,Electrical Outlets & Accessories,Square D General Duty NEMA 3R Safety Switches,9119,Electrocution/Electric Shock,Mexico,2006-12-15
08266,108266,Squeeze Kids,,,10538,,,
08541,108178,SRA,,"RR Donnelley Magnetic Dry-Erase Boards, Student Puppet Thinking Crowns, Angled Rulers",10228,,,
98110,98110,Sram,Bicycles & Accessories,Sachs Specialized Rockhopper bicycle chains,7010,Fall,,1998-05-14
09342,109342,SRAM,Bicycles & Accessories,SRAM 10 Speed Bicycle Chains with PowerLock connector links,12113,Vehicle Accident,Portugal,2009-09-08
07153,107153,Sram,Bicycles & Accessories,SRAM Force Road Brake Caliper Sets,9371,Vehicle Accident,Taiwan,2007-04-10
09082,109082,SRAM,Bicycles & Accessories,SRAM RockShox Domain 302 and 318 bicycle forks,11227,Vehicle Accident,Taiwan,2009-01-06
06532,106101,SSC (Safe Seat),Infant Carriers/Car Seats/Backpacks,Safe-Seat Plus Model Infant Seats for Shopping Carts,8526,Poisoning,United States,2006-03-01
10105,110105,St. Martin's Press,Books & Accessories,"St. Martin's Press ""Big Rex and Friends"" Cloth Books",12472,Lead,China,2010-01-08
07285,107285,St. Martin's Press,Books & Accessories,St. Martin's Press Barnes & Noble Priddy Trucks Shaker Teether Books,9680,Choking,China,2007-08-23
01042,101042,Stack-On Products,Furniture (Miscellaneous),Stack-On gun cabinets,7136,Laceration,,2000-11-28
05509,105044,Stack-On Products,Safes,Stack-On Strong Box Safes,7791,Explosion/Projectiles,China,2004-11-10
06579,106259,Stafford,,,8957,,,
84016,84016,Stahlwood,,,1272,,,
90041,90041,Stahlwood,Toy Infants/Cribs/Strollers,Musical Mother Goose Mobile toys,3432,,,
89004,89004,Stahlwood,Rattles,Stahlwood Youngtimes Klick-Klack Rattle baby rattles,6012,Choking,,1989-01-13
96155,96155,Stamina Products,Exercise Machines/Equipment,Stamina exercising machines,4680,Laceration,,1996-06-27
06133,106133,Stamina Products,Trampolines,Stamina InMotion Trampolines,8623,Internal Injury,China,2006-04-06
09284,109284,Stamina Products,Exercise Machines/Equipment,"Stamina Products Elliptical Magnetic 1772, Air 1725,  Air Resistance 1723 Cross Trainers",11960,Internal Injury,China,2009-07-21
08538,108165,Stamina Products,Exercise Machines/Equipment,"Stamina Products Pro Inversion Systems, Inversion Therapy Tables",10191,Fall,China,2008-01-16
00088,100088,Standard Mattress,Futon Mattresses,IKEA futons,5599,Fire & Fire-Related Burn,,2000-04-03
96125,96125,Standard Sales,,Nelson/Weather-Rite light-weight net mini-hammocks,5234,Strangulation,,1996-05-16
96181,96181,Stanley,Carbon Monoxide Detectors/Alarms,,2255,,,
05275,105275,Stanley,,,8281,,,
91059,91059,Stanley,,Stanley and Fimbel Garage Door Openers,3525,,,
10718,110118,Stanley,Home Control/Alarm Systems,Stanley Convergent Security Solutions Connector kits for Sonitrol electronic door lock control modules,12531,Entrapment,United States,2010-01-21
03089,103089,Stanley,,Stanley Riding Lawn tractors,6730,,,
07511,107043,Stanley,Door Locks,Stanley Security Solutions Keyed 5K Lever Series Door Handle Locks,9089,Entrapment,Taiwan,2006-12-05
09185,109185,Stanley,Tools Miscellaneous,Stanley Stud Sensors 200 and Stanley FatMax Stud Sensors 400,11635,Electrocution/Electric Shock,Hong Kong,2009-04-07
04106,104106,Stanley Furniture,Cribs,Stanley Furniture (Young America) Isabella model cribs,7386,Fall,United States,2004-03-24
08314,108314,Stanley Furniture,Cribs,Stanley Furniture 2nd Nature Built to Grow Cribs,10707,Entrapment,Slovenia,2008-06-26
97004,97004,Staples,Chairs & Stools,,2839,,,
02115,102115,Staples,,,4177,,,
04002,104002,Staples,,,6950,,,
04218,104218,Staples,,,7678,,,
05018,105018,Staples,,,7726,,,
09124,109124,Staples,,,11361,,,
10110,110110,Staples,,,12495,,,
10723,110147,Staples,,,12632,,,
10041,110041,Star,,,12279,,,
99152,99152,Star,Sprinklers (Fire),Star fire sprinklers,819,Fire & Fire-Related Burn,,1999-08-04
98070,98070,Star Brothers,,Noel Liberty Bell Christmas light sets,3687,,,
98041,98041,Star Brothers,,STK International Christmas Light sets,5191,,,
96110,96110,Star Cruiser,Swing Sets,Hedstrom backyard gym sets Star Cruiser two-passenger swing,6096,Fall,,1996-04-24
97094,97094,Star Distributors,,,2858,,,
01128,101128,Star Garden Supply,,,1174,,,
84003,84003,Star Light,,Pittsburgh Penn Oil charcoal lighter fluid,2197,Fire & Fire-Related Burn,,1984-01-11
94110,94110,Star Sales,Toy Boats,Baby Snack toys sets,4843,Choking,,1994-08-01
94110,94110,Star Sales,Toy Cars,Boat and Trailer toy sets,2606,,,
91085,91085,Star Sales,Toy Animals Stuffed/Not Stuffed,Teddy Pet With Cassette talking teddy bear toys,4909,Fire & Fire-Related Burn,,1991-06-20
01201,101201,Star Sprinkler,,,3876,,,
03133,103133,Star Sprinkler,,,6910,,,
03117,103117,Star Sprinkler,Sprinklers (Fire),Star fire sprinklers,6893,Fire & Fire-Related Burn,,2003-04-25
97176,97176,Star Wonders,,Star Wonders dolls,6150,Laceration,,1997-08-27
03134,103134,Starbucks,Sippy/Tumbler Cups,Bearista Bear Children's Tumbler Cups,6913,Choking,,2003-05-28
07006,107006,Starbucks,Coffeemakers/Coffeepots/Teapots/Kettles,Starbucks Barista Aroma Stainless Steel 8-Cup Coffee Brewers,8985,Fire & Fire-Related Burn,China,2006-10-17
09244,109244,Starbucks,Coffee Grinders,Starbucks Barista Blade Coffee Grinders,11804,Laceration,China,2009-06-16
06512,106039,Starbucks,Coffeemakers/Coffeepots/Teapots/Kettles,Starbucks Ceramic Teapots,8402,Burn - Not Fire-Related,China,2005-11-28
08017,108017,Starbucks,Sippy/Tumbler Cups,Starbucks Children’s Plastic Cups,9817,Choking,China,2007-10-09
08123,108123,Starbucks,Mugs,Starbucks Fusion Coffee Mugs,10059,Burn - Not Fire-Related,China,2007-12-06
10125,110125,Starbucks,Bottles (Sports/Water/Thermos),Starbucks Glass Water Bottles,12548,Laceration,Taiwan,2010-01-28
95033,95033,Starco,,,5310,,,
07570,107279,Starcrest,,,9667,,,
97100,97100,Starfish,Swimming Pool Items,,764,,,
97162,97162,Stargard At,,,6142,,,
07309,107309,Starite,,,9757,,,
00100,100100,Sta-Rite Industries,Ovens/Stoves/Ranges/Microwaves,,5791,,,
97059,97059,Sta-Rite Industries,Swimming Pool Items,Sta-Rite pool and spa floor inlet fittings,4578,Drowning,,1997-01-16
04072,104072,Sta-Rite Industries,Swimming Pool Items,Sta-Rite System 2 Filters and Filter Systems,7327,Explosion/Projectiles,United States,2004-01-28
93081,93081,Starr Display Fireworks,Fireworks & Accessories,Starr Display Fireworks four-shot rack fireworks display devices,4623,Explosion/Projectiles,,1993-06-28
92107,92107,Starr Display Fireworks,Fireworks & Accessories,Starr Display Fireworks' Gold & Silver Palm 4 Shot Rack fireworks devices,4628,Fire & Fire-Related Burn,,1992-05-30
04128,104128,State,,,7481,,,
06002,106002,State,,,8320,,,
08241,108241,State,,,10399,,,
80017,80017,State Chemical,,State Chemical air-compression home-and garden sprayers,412,Explosion/Projectiles,,1980-05-08
98037,98037,State Enterprises,,,3023,,,
09156,109156,State Farm,Toy Animals Stuffed/Not Stuffed,State Farm Good Neigh Bears,11479,Choking,China,2009-03-17
80042,80042,State Industries,,W. L. Jackson Plum Easy LP gas water heaters,744,,,
07544,107180,Stateside Powersports,All Terrain Vehicles (ATVs) ,Long Chang Lion 90cc All-Terrain Vehicles,9440,Vehicle Accident,China,2007-05-03
95087,95087,STE (Surf the Earth),,STE fleece garments,5506,,,
02093,102093,Steam Machines,,International Divers overpressure valves (OPV),4123,,,
02189,102189,Steamin' Hot,,Steamin' Hot Instant Hot Water Dispensers,6287,,,
07140,107140,Stearns,,,9321,,,
94117,94117,Steed Import,,Steed Import womens' skirts,5300,,,
02108,102108,Steel Driver,,Ingersoll-Rand Steel Driver portable air  compressors,4191,,,
98132,98132,Stein Lumber,,,3038,Fall,,1998-06-24
97182,97182,Stein Mart,,,2897,,,
98050,98050,Stein Mart,,Chocolate Soup fleece garments,4462,Fire & Fire-Related Burn,,1998-01-05
99167,99167,Stelex Enterprises,,Major Import Crazy Ribbon spray string,4722,,,
79055,79055,Sten,,AMF Mares Sten Underwater Spear Guns,1828,,,
98055,98055,Step2,Toy Chests/Trunks,Step 2 Big Storage Chests,3247,,,
05077,105077,Step2,Swing Sets,Step 2 Toddler Swings,7888,Fall,United States,2005-01-04
03128,103128,Step2,Toy Musical Instruments,Step2 Toddle Tunes Big Band Drum set drumsticks,6903,Choking,Korea,2003-05-22
09231,109231,Step2,Swing Sets,"Step2 Toys ""R"" Us Play Up Gym play sets",11763,Fall,China,2009-05-27
01029,101029,Sterling,,,1715,,,
09320,109320,Sterling Publishing,Books & Accessories,Sterling Publishing eebee’s Have a Ball Adventures Cloth Books,12066,Strangulation,China,2009-08-20
95162,95162,Sterling Styles,,,5165,,,
00118,100118,Stern's,,Cradlecraft Bebe Baby You're It infant girls' cargo skirts,5908,,,
06076,106076,Steve & Barry's University Sportswear,Clothing (Children),Steve & Barry’s Quality Athletic Children’s Upper Outerwear with Drawstrings,8475,Strangulation,China,2006-01-26
89038,89038,Steven Barrie and Company,,Steven Barrie Mother's Helper Hot Stuff pacifier holders,3166,,,
09167,109167,Steve's ATV Service,,,11564,,,
01044,101044,Stiffy,,,7143,,,
00007,100007,Stihl,Weed Trimmers,Midland Weather Radios,2459,,,1999-10-20
01109,101109,Stihl,Blowers,Stihl backpack blowers,1102,Fire & Fire-Related Burn,,2001-03-19
06008,106008,Stihl,Blowers,"Stihl BR 500, BR 550 Backpack Blowers",8333,Explosion/Projectiles,United States,2005-10-18
00007,100007,Stihl,Augers,Stihl Bushcutters,4432,,,
01175,101175,Stihl,Chain Saws,Stihl chain saws,1244,Laceration,,2001-06-21
97070,97070,Stihl,Chain Saws,Stihl chain saws,4575,Fire & Fire-Related Burn,,1997-02-18
94122,94122,Stihl,Chain Saws,Stihl chain saws,4610,Fire & Fire-Related Burn,,1994-08-30
03037,103037,Stihl,Chain Saws,Stihl chain saws,6593,Fire & Fire-Related Burn,United States,2002-11-13
03541,103135,Stihl,Chain Saws,Stihl Chain Saws,6802,Fire & Fire-Related Burn,United States,2003-05-29
05105,105105,Stihl,Hedge Trimmers,Stihl KombiSystem Multi-Task Tools,7975,Explosion/Projectiles,United States,2005-02-11
06063,106063,Stihl,Chain Saws,Stihl MS 192 T Chain Saws,8456,Fire & Fire-Related Burn,United States,2006-01-11
01221,101221,STK International,Toy Miscellaneous,2 PC Tambourine Set,1428,Choking,,2001-08-20
98041,98041,STK International,,Advance International Christmas Light sets,5188,Fire & Fire-Related Burn,,1997-12-10
